ID,캐릭터이름,대사,
,파비안,(봉투 안에는 집세 2달분을 하고도 조금 남을 정도의 돈이 들어있다.) \n(재력 40 추가),
,파비안,@물론입니다 부인. 이정도면 충분할것 같습니다.@,
,파비안,‘사실은 한참 남아 돌지만서도…’,
,파비안,‘이번 일은 잘 안풀리면 꽤나 잠자리가 불편해지겠어.’,
,파비안,(그렇게 받은 봉투를 한쪽으로 치워두고는 다시 수첩을 꺼냈다.),
,파비안,@괜찮으시다면 집 주소를 알려 주실 수 있을까요? 남편분과 직접 대화해볼 필요가 있을지도 모르고^ 경과 여부도 알려드려야 하니까요.@,
,엘라,@네^ 물론이죠. 저희집은 아컴시 북쪽의 ⓑ(●1서 하이드길 11번지)ⓦ에요.@,
,파비안,@아 마지막으로 남편분께서 일하셨다는 신문사는 어디일까요?@,
,엘라,@ⓑ(●1데일리 뉴스 신문사)ⓦ요. 이 근처에 있는.@,
,파비안,@아- 그렇군요. 마침 제가 구독하고 있는 신문사였네요.@,
,엘라,@아아.. 그렇군요…@,
,파비안,(내 말에 그녀가 멋쩍게 웃었다.),
,파비안,음.. 흠. 아무튼… 그럼 다른 일도 없고 하니 바로 조사해 보도록 하겠습니다.@,
,파비안,@뭔가 알아낸게 있으면 직접 찾아가도록 하죠.@,
,엘라,@네… 저는 이제 남편의 간호도 있으니 집으로 돌아가봐야 겠어요.@◎③,
,파비안,(그녀는 집에 혼자 있을 남편이 걱정된다는듯 곧 자리에서 일어났다.),
,파비안,(그리고는 다시한번 감사를 표하고는 사무실 밖으로 걸어 나갔다.),
,파비안,@드디어 일할 시간이로군.@,
,파비안,(기지개를 한번 펴 주고는 수첩을 다시 품 속에 넣었다.),
,파비안,@어디 한번 해 보자고.@◎④,
,파비안,‘물론 돈이 아주 급한 상황이긴 하지만 내가 해결하기엔 애매한 일인것 같아.’,//의뢰를 받지 않는다.
,파비안,‘뭔가 수상쩍은 구석이 있기도 하고 말이야.’,
,파비안,‘이런 일을 하면서 오래 살아남는 길은 하나지. 안전해 보이는 다리만 밟는것.’,
,파비안,‘아쉽지만 거절하도록 하자.’,
,파비안,@이런 문제는 저희쪽에서 해결해 드리기 힘들 것 같습니다.@,
,파비안,@어줍잖게 의뢰를 받아들였다간 오히려 해가 될 수 있을것 같아서요. 죄송합니다.@,
,파비안,(내 말에 그녀의 표정이 순식간에 어두워 졌다.),
,파비안,(아무래도 다른 곳에서도 나와 비슷한 대답을 들은것 같다.),
,엘라,@그렇군요… 알겠습니다.@◎⑤,
,파비안,(그렇게 그녀는 빠르게 탐정 사무소를 나갔다.),
,파비안,(어쩌면 다른 사무소로 서둘러 가보려는 걸지도 모른다),
,파비안,@...나도 일이나 다시 찾아봐야겠군.@◎④,
